player_id,player_name,season,trade_date,team_from,team_to,pre_games,post_games,pre_min,post_min,delta_min,pre_fgm,post_fgm,delta_fgm,pre_fga,post_fga,delta_fga,pre_fg_pct,post_fg_pct,delta_fg_pct,pre_fg3m,post_fg3m,delta_fg3m,pre_fg3a,post_fg3a,delta_fg3a,pre_fg3_pct,post_fg3_pct,delta_fg3_pct,pre_ftm,post_ftm,delta_ftm,pre_fta,post_fta,delta_fta,pre_ft_pct,post_ft_pct,delta_ft_pct,pre_oreb,post_oreb,delta_oreb,pre_dreb,post_dreb,delta_dreb,pre_reb,post_reb,delta_reb,pre_ast,post_ast,delta_ast,pre_stl,post_stl,delta_stl,pre_blk,post_blk,delta_blk,pre_tov,post_tov,delta_tov,pre_pf,post_pf,delta_pf,pre_pts,post_pts,delta_pts,pre_plus_minus,post_plus_minus,delta_plus_minus,pre_ts_pct,post_ts_pct,delta_ts_pct,pre_usg_rate,post_usg_rate,delta_usg_rate
203095,Evan Fournier,2020-21,2021-03-25,ORL,BOS,26,16,30.2308,29.625,-0.6058,6.5385,4.8125,-1.726,14.1923,10.75,-3.4423,0.4568,0.4129,-0.0439,2.8077,2.75,-0.0577,7.2308,5.9375,-1.2933,0.3699,0.3867,0.0168,3.7692,0.625,-3.1442,4.7308,0.875,-3.8558,0.7836,0.2917,-0.4919,0.1923,0.3125,0.1202,2.6923,3.0,0.3077,2.8846,3.3125,0.4279,3.6538,3.0625,-0.5913,1.0385,1.25,0.2115,0.3462,0.625,0.2788,2.0769,1.1875,-0.8894,2.1154,2.5625,0.4471,19.6538,13.0,-6.6538,-3.0385,2.75,5.7885,0.6038,0.5837,-0.0201,146.9048,100.8974,-46.0074
200765,Rajon Rondo,2020-21,2021-03-25,ATL,LAC,27,18,14.9259,20.3333,5.4074,1.6296,2.8333,1.2037,4.0741,5.8333,1.7593,0.4106,0.4709,0.0603,0.6296,1.0556,0.4259,1.6667,2.4444,0.7778,0.2741,0.3407,0.0666,0.037,0.8333,0.7963,0.0741,0.8333,0.7593,0.0185,0.3333,0.3148,0.1481,0.7778,0.6296,1.8889,2.2778,0.3889,2.037,3.0556,1.0185,3.5185,5.7778,2.2593,0.7037,1.0,0.2963,0.0741,0.1111,0.037,1.4444,2.2222,0.7778,0.9259,1.5556,0.6296,3.9259,7.5556,3.6296,-1.8148,3.8889,5.7037,0.478,0.6093,0.1313,90.4525,101.823,11.3705
200755,JJ Redick,2020-21,2021-03-25,NOP,DAL,31,13,18.5806,11.3077,-7.273,2.8065,1.4615,-1.3449,6.9032,4.0769,-2.8263,0.3884,0.3168,-0.0715,1.6452,1.1538,-0.4913,4.5161,2.9231,-1.5931,0.3425,0.3858,0.0433,1.4516,0.3077,-1.1439,1.5161,0.3846,-1.1315,0.5806,0.1923,-0.3883,0.0968,0.0769,-0.0199,1.5806,0.8462,-0.7345,1.6774,0.9231,-0.7543,1.2903,0.8462,-0.4442,0.2903,0.1538,-0.1365,0.0645,0.0769,0.0124,0.8065,0.8462,0.0397,1.1935,1.0,-0.1935,8.7097,4.3846,-4.3251,-1.0,2.5385,3.5385,0.5753,0.5163,-0.0589,107.6189,110.3549,2.7361
1626181,Norman Powell,2020-21,2021-03-25,TOR,POR,42,27,30.4286,34.3704,3.9418,6.7143,5.7778,-0.9365,13.4762,13.037,-0.4392,0.4761,0.4322,-0.0439,2.8095,1.963,-0.8466,6.4048,5.4444,-0.9603,0.4167,0.352,-0.0647,3.3571,3.5185,0.1614,3.881,4.0,0.119,0.7344,0.6813,-0.0531,0.4524,0.8519,0.3995,2.5476,2.4444,-0.1032,3.0,3.2963,0.2963,1.8333,1.9259,0.0926,1.119,1.2963,0.1772,0.1905,0.3704,0.1799,1.8333,1.5556,-0.2778,2.3333,2.2963,-0.037,19.5952,17.037,-2.5582,-0.4524,3.6296,4.082,0.6453,0.5757,-0.0696,134.7994,115.3746,-19.4248
203496,Robert Covington,2019-20,2020-02-05,MIN,HOU,48,22,29.375,33.0455,3.6705,4.5,4.0455,-0.4545,10.3333,10.3182,-0.0152,0.4333,0.3814,-0.0519,2.25,2.4091,0.1591,6.5,7.6364,1.1364,0.3314,0.2859,-0.0455,1.5625,1.0909,-0.4716,1.9583,1.3636,-0.5947,0.5754,0.4455,-0.1299,0.75,1.2273,0.4773,5.2292,6.7727,1.5436,5.9792,8.0,2.0208,1.1667,1.4545,0.2879,1.6667,1.5909,-0.0758,0.9375,2.1818,1.2443,1.5208,1.3636,-0.1572,3.0833,3.2727,0.1894,12.8125,11.5909,-1.2216,-0.8958,3.4545,4.3504,0.5722,0.5308,-0.0414,99.9529,85.7357,-14.2172
1626156,D'Angelo Russell,2019-20,2020-02-06,GSW,MIN,33,12,32.1212,32.5,0.3788,8.2727,7.25,-1.0227,19.2424,17.5833,-1.6591,0.4201,0.4116,-0.0085,3.6364,3.1667,-0.4697,9.7273,9.1667,-0.5606,0.3392,0.3288,-0.0104,3.4242,4.0,0.5758,4.3636,4.5833,0.2197,0.697,0.8322,0.1353,0.4242,0.25,-0.1742,3.2727,4.3333,1.0606,3.697,4.5833,0.8864,6.2424,6.5833,0.3409,0.9394,1.4167,0.4773,0.2727,0.3333,0.0606,3.0606,3.8333,0.7727,1.9394,1.8333,-0.1061,23.6061,21.6667,-1.9394,-6.9697,-1.8333,5.1364,0.5577,0.5527,-0.005,179.1243,166.4866,-12.6377
203952,Andrew Wiggins,2019-20,2020-02-06,MIN,GSW,42,12,34.619,33.5833,-1.0357,8.3571,7.1667,-1.1905,18.8095,15.6667,-3.1429,0.4384,0.4609,0.0225,2.1667,1.6667,-0.5,6.5476,4.9167,-1.631,0.3166,0.3147,-0.0018,3.5476,3.4167,-0.131,4.9286,5.0833,0.1548,0.7053,0.5612,-0.144,1.1429,1.5,0.3571,4.0714,3.0833,-0.9881,5.2143,4.5833,-0.631,3.6905,3.5833,-0.1071,0.6905,1.3333,0.6429,0.8571,1.4167,0.5595,2.5476,2.0833,-0.4643,2.4048,2.1667,-0.2381,22.4286,19.4167,-3.0119,-2.8095,-6.9167,-4.1071,0.5346,0.5423,0.0077,156.912,141.3626,-15.5494
202694,Marcus Morris Sr.,2019-20,2020-02-06,NYK,LAC,43,19,32.2558,28.9474,-3.3084,6.5349,3.8947,-2.6401,14.7907,9.1579,-5.6328,0.4324,0.4403,0.0079,2.6977,1.3684,-1.3293,6.1395,4.4211,-1.7185,0.4408,0.3729,-0.0679,3.7907,0.9474,-2.8433,4.6047,1.1579,-3.4468,0.8002,0.4342,-0.366,1.1163,0.5789,-0.5373,4.3023,3.5263,-0.776,5.4186,4.1053,-1.3133,1.3721,1.4211,0.049,0.7907,0.6842,-0.1065,0.3953,0.6842,0.2889,1.6977,1.2632,-0.4345,2.9767,2.7368,-0.2399,19.5581,10.1053,-9.4529,-2.907,8.8421,11.7491,0.5815,0.5226,-0.0589,138.9939,88.7079,-50.286
202699,Tobias Harris,2018-19,2019-02-06,LAC,PHI,55,27,34.6,35.037,0.437,7.7091,6.9259,-0.7832,15.5455,14.7778,-0.7677,0.4866,0.4708,-0.0157,2.0364,1.6296,-0.4067,4.6909,5.0,0.3091,0.4063,0.3166,-0.0897,3.4909,2.7407,-0.7502,3.9818,3.2593,-0.7226,0.847,0.6059,-0.2412,0.6727,1.1852,0.5125,7.1818,6.7037,-0.4781,7.8545,7.8889,0.0343,2.7273,2.9259,0.1987,0.7273,0.4074,-0.3199,0.4364,0.4815,0.0451,1.9818,1.5556,-0.4263,2.2364,2.2593,0.0229,20.9455,18.2222,-2.7232,0.2545,0.0741,-0.1805,0.6054,0.562,-0.0434,130.264,118.6323,-11.6317
201188,Marc Gasol,2018-19,2019-02-07,MEM,TOR,53,26,33.8113,24.9231,-8.8882,5.717,3.3462,-2.3708,12.8868,7.1923,-5.6945,0.4484,0.4628,0.0144,1.434,0.8846,-0.5493,4.1698,2.0,-2.1698,0.3334,0.3642,0.0307,2.8679,1.5385,-1.3295,3.7925,2.0,-1.7925,0.7083,0.5385,-0.1699,1.0566,0.9231,-0.1335,7.5283,5.6923,-1.836,8.5849,6.6154,-1.9695,4.6792,3.8846,-0.7946,1.1321,0.9231,-0.209,1.1887,0.8846,-0.3041,2.2453,1.3846,-0.8607,2.7736,2.6923,-0.0813,15.7358,9.1154,-6.6205,-0.9057,8.0385,8.9441,0.5405,0.5646,0.0241,122.7538,90.6046,-32.1493
202703,Nikola Mirotic,2018-19,2019-02-07,NOP,MIL,32,14,28.875,22.9286,-5.9464,5.6875,4.0,-1.6875,12.7188,9.6429,-3.0759,0.4202,0.3955,-0.0247,2.6562,2.2143,-0.442,7.2188,6.2143,-1.0045,0.3366,0.3322,-0.0044,2.6562,1.4286,-1.2277,3.1562,1.6429,-1.5134,0.6809,0.4381,-0.2428,1.4375,1.0,-0.4375,6.8125,4.3571,-2.4554,8.25,5.3571,-2.8929,1.0938,1.4286,0.3348,0.6562,0.7143,0.058,0.7812,0.6429,-0.1384,1.1562,0.7857,-0.3705,2.6875,1.5,-1.1875,16.6875,11.6429,-5.0446,1.0938,6.1429,5.0491,0.5914,0.5616,-0.0298,122.1172,112.7018,-9.4154
203084,Harrison Barnes,2018-19,2019-02-06,DAL,SAC,48,28,32.3542,33.9286,1.5744,5.9583,5.0357,-0.9226,14.6667,11.0714,-3.5952,0.4069,0.4382,0.0314,2.4792,1.8929,-0.5863,6.3542,4.6429,-1.7113,0.3791,0.3712,-0.0079,3.4375,2.2857,-1.1518,4.125,2.8571,-1.2679,0.743,0.6714,-0.0716,0.75,0.75,0.0,3.5,4.75,1.25,4.25,5.5,1.25,1.2708,1.8929,0.622,0.6875,0.6071,-0.0804,0.2292,0.0714,-0.1577,1.3958,1.0714,-0.3244,1.6458,1.5357,-0.1101,17.8333,14.25,-3.5833,-1.5833,0.8929,2.4762,0.541,0.5779,0.0369,133.1461,91.247,-41.8991
203493,Reggie Bullock,2018-19,2019-02-07,DET,LAL,44,19,30.8182,27.5263,-3.2919,4.1364,3.3158,-0.8206,10.0227,8.0526,-1.9701,0.3937,0.3963,0.0026,2.5909,1.7895,-0.8014,6.6818,5.2105,-1.4713,0.3629,0.3365,-0.0264,1.2727,0.8947,-0.378,1.4545,1.1053,-0.3493,0.4773,0.3904,-0.0869,0.4545,0.1053,-0.3493,2.3409,2.5263,0.1854,2.7955,2.6316,-0.1639,2.4773,1.0526,-1.4246,0.5455,0.8421,0.2967,0.1136,0.3684,0.2548,1.2273,0.5789,-0.6483,1.7955,1.5789,-0.2165,12.1364,9.3158,-2.8206,0.2955,-3.1053,-3.4007,0.5691,0.5455,-0.0236,94.6002,76.7358,-17.8644
203490,Otto Porter Jr.,2018-19,2019-02-07,WAS,CHI,41,15,29.0976,32.9333,3.8358,4.9268,6.4667,1.5398,10.7805,13.4,2.6195,0.4425,0.4609,0.0184,1.5854,2.6,1.0146,4.2927,5.3333,1.0407,0.3491,0.4592,0.1101,1.1951,1.9333,0.7382,1.561,2.1333,0.5724,0.4285,0.69,0.2615,0.9756,0.9333,-0.0423,4.6585,4.6,-0.0585,5.6341,5.5333,-0.1008,1.9512,2.6667,0.7154,1.561,1.2,-0.361,0.5366,0.6,0.0634,0.9756,1.6667,0.6911,1.9268,1.9333,0.0065,12.6341,17.4667,4.8325,-0.9024,0.4,1.3024,0.5509,0.6091,0.0582,100.3919,117.4603,17.0683
202683,Enes Kanter,2018-19,2019-02-07,NYK,POR,44,23,25.5455,22.2609,-3.2846,5.7045,5.3913,-0.3132,10.6364,9.3478,-1.2885,0.5308,0.563,0.0323,0.1591,0.1304,-0.0287,0.5,0.5217,0.0217,0.125,0.0725,-0.0525,2.3864,2.1739,-0.2125,2.9318,2.9565,0.0247,0.5904,0.642,0.0516,3.8864,3.7391,-0.1472,6.5909,4.8696,-1.7213,10.4773,8.6087,-1.8686,1.9091,1.3913,-0.5178,0.4091,0.6087,0.1996,0.3864,0.3913,0.0049,1.7955,1.6957,-0.0998,2.4091,2.6522,0.2431,13.9545,13.087,-0.8676,-4.75,1.2174,5.9674,0.585,0.6145,0.0295,128.7108,133.1408,4.43
201599,DeAndre Jordan,2018-19,2019-01-29,DAL,NYK,49,19,31.2245,25.9474,-5.2771,4.1837,4.1053,-0.0784,6.5306,6.4737,-0.0569,0.6494,0.6116,-0.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7551,2.6842,-0.0709,4.0408,3.4737,-0.5671,0.5769,0.6881,0.1112,3.2653,3.3684,0.1031,10.551,8.0,-2.551,13.8163,11.3684,-2.4479,2.0,3.0,1.0,0.6735,0.4737,-0.1998,1.0816,1.0526,-0.029,2.2449,2.2105,-0.0344,2.551,2.2105,-0.3405,11.1224,10.8947,-0.2277,-0.6735,-10.4211,-9.7476,0.6693,0.6807,0.0114,81.4426,94.3108,12.8681
201933,Blake Griffin,2017-18,2018-01-29,LAC,DET,33,25,34.5152,33.2,-1.3152,7.7273,7.24,-0.4873,17.5152,16.72,-0.7952,0.4437,0.4361,-0.0076,1.9394,1.88,-0.0594,5.6667,5.4,-0.2667,0.3397,0.3221,-0.0176,5.2121,3.48,-1.7321,6.6364,4.44,-2.1964,0.7855,0.6794,-0.106,1.3939,1.08,-0.3139,6.5455,5.56,-0.9855,7.9394,6.64,-1.2994,5.4242,6.2,0.7758,0.8788,0.44,-0.4388,0.2727,0.36,0.0873,3.0,2.64,-0.36,2.3636,2.44,0.0764,22.6061,19.84,-2.7661,0.7576,1.4,0.6424,0.5531,0.5312,-0.0219,163.7086,159.2498,-4.4588
202738,Isaiah Thomas,2017-18,2018-02-08,CLE,LAL,15,17,27.0667,26.8824,-0.1843,4.6667,5.1176,0.451,12.9333,13.3529,0.4196,0.3653,0.4154,0.05,1.4667,1.9412,0.4745,5.8,5.9412,0.1412,0.2357,0.2534,0.0177,3.9333,3.4118,-0.5216,4.5333,3.7059,-0.8275,0.7546,0.8072,0.0526,0.4667,0.5882,0.1216,1.6,1.5294,-0.0706,2.0667,2.1176,0.051,4.5333,5.0,0.4667,0.6,0.3529,-0.2471,0.1333,0.0588,-0.0745,2.7333,3.1765,0.4431,1.6667,1.9412,0.2745,14.7333,15.5882,0.8549,-8.8,0.9412,9.7412,0.4935,0.5202,0.0267,158.6335,160.6825,2.0491
203903,Jordan Clarkson,2017-18,2018-02-08,LAL,CLE,53,28,23.6415,22.5714,-1.0701,5.6415,4.6786,-0.9629,12.5849,10.25,-2.3349,0.4352,0.4403,0.0051,1.283,1.5714,0.2884,3.9623,3.8571,-0.1051,0.2912,0.3101,0.0189,1.9811,1.6786,-0.3026,2.4906,2.0714,-0.4191,0.6145,0.5056,-0.1088,0.8302,0.4643,-0.3659,2.1698,1.6071,-0.5627,3.0,2.0714,-0.9286,3.2642,1.7143,-1.5499,0.7358,0.6786,-0.0573,0.0566,0.1071,0.0505,1.7925,1.1429,-0.6496,1.1887,1.5714,0.3827,14.5472,12.6071,-1.94,-0.3962,-1.0,-0.6038,0.5317,0.5648,0.0331,155.6773,132.5267,-23.1506
1626204,Larry Nance Jr.,2017-18,2018-02-08,LAL,CLE,42,24,21.9524,20.8333,-1.119,3.619,3.6667,0.0476,6.0238,6.6667,0.6429,0.5815,0.553,-0.0285,0.0238,0.0417,0.0179,0.0952,0.3333,0.2381,0.0238,0.0417,0.0179,1.3095,1.5,0.1905,2.0714,2.0833,0.0119,0.4456,0.5993,0.1536,2.5714,2.2083,-0.3631,4.1905,4.7917,0.6012,6.7619,7.0,0.2381,1.3571,1.0417,-0.3155,1.4048,1.2083,-0.1964,0.4762,0.75,0.2738,0.9762,0.4167,-0.5595,2.6905,2.4583,-0.2321,8.5714,8.875,0.3036,-1.0,2.2083,3.2083,0.618,0.5852,-0.0328,85.7222,93.3549,7.6327
203918,Rodney Hood,2017-18,2018-02-08,UTA,CLE,39,21,27.7692,25.2857,-2.4835,6.0,4.1905,-1.8095,14.1538,9.4762,-4.6777,0.4184,0.4203,0.0019,2.6154,1.1905,-1.4249,6.7179,3.381,-3.337,0.3861,0.2611,-0.125,2.1795,1.2381,-0.9414,2.4872,1.5238,-0.9634,0.6239,0.4229,-0.201,0.359,0.381,0.022,2.4872,2.1905,-0.2967,2.8462,2.5714,-0.2747,1.6667,1.4286,-0.2381,0.7692,0.7143,-0.0549,0.1795,0.2381,0.0586,1.6154,0.3333,-1.2821,1.641,1.9524,0.3114,16.7949,10.8095,-5.9853,-2.0513,0.6667,2.7179,0.5507,0.5327,-0.0181,150.9073,100.7609,-50.1464
2207,Joe Johnson,2017-18,2018-02-08,UTA,HOU,32,23,21.8438,21.9565,0.1128,2.9688,2.2174,-0.7514,7.0625,5.8261,-1.2364,0.4021,0.3668,-0.0353,0.7188,0.7391,0.0204,2.625,2.6522,0.0272,0.226,0.245,0.019,0.625,0.8696,0.2446,0.75,0.913,0.163,0.3203,0.3261,0.0058,0.375,0.087,-0.288,2.9688,2.7391,-0.2296,3.3438,2.8261,-0.5177,1.4062,1.6522,0.2459,0.375,0.2609,-0.1141,0.1875,0.0435,-0.144,0.9688,0.7826,-0.1861,1.0,1.5217,0.5217,7.2812,6.0435,-1.2378,-3.0312,1.0435,4.0747,0.4925,0.4852,-0.0073,95.1192,78.1768,-16.9424
201588,George Hill,2017-18,2018-02-08,SAC,CLE,43,24,26.5581,27.875,1.3169,3.5581,3.4583,-0.0998,7.5814,7.7917,0.2103,0.4318,0.4264,-0.0054,1.3488,1.125,-0.2238,2.9767,3.2083,0.2316,0.3493,0.3076,-0.0417,1.7907,1.375,-0.4157,2.3023,1.7083,-0.594,0.5364,0.4202,-0.1162,0.5116,0.8333,0.3217,2.2093,1.8333,-0.376,2.7209,2.6667,-0.0543,2.7674,2.7917,0.0242,0.907,0.9167,0.0097,0.2791,0.625,0.3459,1.3953,1.1667,-0.2287,1.7442,2.2083,0.4641,10.2558,9.4167,-0.8391,-5.7442,5.0417,10.7859,0.5967,0.5511,-0.0455,94.5291,84.6858,-9.8433
202326,DeMarcus Cousins,2016-17,2017-02-20,SAC,NOP,55,17,34.3818,33.8235,-0.5583,9.1818,8.3529,-0.8289,20.3273,18.4706,-1.8567,0.4526,0.4475,-0.0051,1.7273,2.1176,0.3904,4.8545,5.6471,0.7925,0.3349,0.3532,0.0183,7.6909,5.5294,-2.1615,9.9818,7.1176,-2.8642,0.7355,0.7086,-0.0269,2.0909,2.1765,0.0856,8.5091,10.2353,1.7262,10.6,12.4118,1.8118,4.8364,3.8824,-0.954,1.3636,1.4706,0.107,1.3455,1.1176,-0.2278,3.7636,3.6471,-0.1166,3.6909,4.4118,0.7209,27.7818,24.3529,-3.4289,-0.5818,0.2353,0.8171,0.5619,0.5637,0.0017,208.3662,181.7787,-26.5876
201586,Serge Ibaka,2016-17,2017-02-14,ORL,TOR,56,23,30.5714,30.9565,0.3851,6.125,5.5652,-0.5598,12.5536,12.1304,-0.4231,0.4801,0.4423,-0.0378,1.4821,1.7826,0.3005,3.8214,4.4783,0.6568,0.3847,0.4387,0.054,1.375,1.3043,-0.0707,1.625,1.4783,-0.1467,0.4979,0.4696,-0.0283,1.7857,1.2609,-0.5248,5.0357,5.5217,0.486,6.8214,6.7826,-0.0388,1.0714,0.6522,-0.4193,0.6071,0.3043,-0.3028,1.625,1.4348,-0.1902,1.1786,1.6957,0.5171,2.4821,3.3043,0.8222,15.1071,14.2174,-0.8898,-3.3214,1.9565,5.278,0.5693,0.5562,-0.0131,117.0452,117.6331,0.5878
200782,P.J. Tucker,2016-17,2017-02-23,PHX,TOR,57,24,28.5263,25.3333,-3.193,2.5789,2.1667,-0.4123,6.2105,5.3333,-0.8772,0.3647,0.3961,0.0314,0.807,1.0,0.193,2.386,2.5,0.114,0.2509,0.3014,0.0505,1.0702,0.4583,-0.6118,1.3509,0.6667,-0.6842,0.3513,0.1736,-0.1777,1.6491,0.9583,-0.6908,4.3509,4.4167,0.0658,6.0,5.375,-0.625,1.2807,1.0833,-0.1974,1.4912,1.2917,-0.1996,0.2456,0.2083,-0.0373,0.9123,0.5833,-0.3289,2.5088,2.2083,-0.3004,7.0351,5.7917,-1.2434,-2.6842,3.1667,5.8509,0.5169,0.5147,-0.0023,64.3797,61.6619,-2.7179
201959,Taj Gibson,2016-17,2017-02-23,CHI,OKC,55,23,27.3636,21.0,-6.3636,5.0182,3.8696,-1.1486,9.6364,7.7826,-1.8538,0.5265,0.4926,-0.0339,0.0364,0.0435,0.0071,0.2182,0.0435,-0.1747,0.0364,0.0435,0.0071,1.5455,1.2174,-0.3281,2.1636,1.6957,-0.468,0.5339,0.5109,-0.0231,2.1818,1.6522,-0.5296,4.7636,2.8261,-1.9375,6.9455,4.4783,-2.4672,1.0909,0.5652,-0.5257,0.4909,0.6087,0.1178,0.9091,0.6522,-0.2569,1.4,1.2174,-0.1826,2.2364,1.7391,-0.4972,11.6182,9.0,-2.6182,-0.3273,0.8696,1.1968,0.5486,0.5276,-0.021,109.5054,113.4486,3.9432
203926,Doug McDermott,2016-17,2017-02-23,CHI,OKC,44,22,24.5,19.5,-5.0,3.7727,2.5455,-1.2273,8.4773,5.6364,-2.8409,0.4522,0.3959,-0.0563,1.2727,0.9545,-0.3182,3.4091,2.6364,-0.7727,0.3031,0.256,-0.047,1.3409,0.5455,-0.7955,1.5227,0.7727,-0.75,0.5339,0.2651,-0.2688,0.3182,0.2727,-0.0455,2.6364,1.9545,-0.6818,2.9545,2.2273,-0.7273,1.0227,0.5909,-0.4318,0.25,0.0909,-0.1591,0.0909,0.0455,-0.0455,0.7273,0.2727,-0.4545,1.2955,1.0,-0.2955,10.1591,6.5909,-3.5682,0.2273,-1.7727,-2.0,0.5553,0.5514,-0.0039,100.7397,78.3376,-22.402
101141,Ersan Ilyasova,2016-17,2017-02-23,PHI,ATL,53,26,27.3019,24.3846,-2.9173,5.3774,3.5769,-1.8004,12.2264,8.6923,-3.5341,0.4373,0.4304,-0.007,2.0189,1.2308,-0.7881,5.6226,3.5385,-2.0842,0.3627,0.3539,-0.0088,2.0566,2.0,-0.0566,2.6792,2.5,-0.1792,0.6318,0.6973,0.0656,1.3396,1.6154,0.2758,4.5849,4.1923,-0.3926,5.9245,5.8077,-0.1168,1.8302,1.6538,-0.1763,0.6226,0.8462,0.2235,0.2642,0.3077,0.0435,1.4717,1.3077,-0.164,2.5094,2.8077,0.2983,14.8302,10.3846,-4.4456,-1.6415,1.6923,3.3338,0.5531,0.5302,-0.0229,132.0053,111.7525,-20.2528
202711,Bojan Bogdanovic,2016-17,2017-02-23,BKN,WAS,55,26,26.9273,23.0385,-3.8888,4.8909,4.1154,-0.7755,11.1091,9.0,-2.1091,0.4258,0.4437,0.0178,1.8,1.7308,-0.0692,5.0364,4.4231,-0.6133,0.3356,0.3254,-0.0102,2.6545,2.7308,0.0762,3.0364,2.9231,-0.1133,0.6665,0.69,0.0235,0.4182,0.5385,0.1203,3.1636,2.5385,-0.6252,3.5818,3.0769,-0.5049,1.6364,0.8077,-0.8287,0.4364,0.3846,-0.0517,0.0545,0.1538,0.0993,1.6909,1.4615,-0.2294,1.8,1.8077,0.0077,14.2364,12.6923,-1.5441,-5.3455,0.9615,6.307,0.572,0.617,0.045,123.8258,124.954,1.1283
202699,Tobias Harris,2015-16,2016-02-18,ORL,DET,49,27,32.898,33.4444,0.5465,5.1224,6.1481,1.0257,11.0408,12.8889,1.8481,0.4673,0.4786,0.0113,0.9592,1.2222,0.263,3.0816,3.2593,0.1776,0.2962,0.3901,0.0939,2.449,3.037,0.5881,3.1224,3.3333,0.2109,0.6257,0.7932,0.1676,1.449,0.9259,-0.5231,5.5306,5.2963,-0.2343,6.9796,6.2222,-0.7574,2.0204,2.5926,0.5722,0.9592,0.6667,-0.2925,0.5714,0.4444,-0.127,1.5918,1.1111,-0.4807,1.8571,2.2963,0.4392,13.6531,16.5556,2.9025,-0.6531,1.8519,2.5049,0.5499,0.5766,0.0268,105.6906,115.9165,10.2259
202693,Markieff Morris,2015-16,2016-02-18,PHX,WAS,37,27,24.7838,26.4074,1.6236,4.6216,4.963,0.3413,11.6486,10.6296,-1.019,0.3819,0.454,0.0722,0.5946,0.9259,0.3313,2.0541,2.9259,0.8719,0.2387,0.3048,0.066,1.7838,1.5556,-0.2282,2.4865,2.037,-0.4494,0.4764,0.4943,0.0179,1.1622,1.1111,-0.0511,4.0811,4.7407,0.6597,5.2432,5.8519,0.6086,2.3514,1.3704,-0.981,0.8919,0.9259,0.034,0.4595,0.6296,0.1702,2.4324,1.6667,-0.7658,2.8108,2.963,0.1522,11.6216,12.4074,0.7858,-3.5405,1.5185,5.0591,0.456,0.5382,0.0822,147.8541,120.9147,-26.9394
201584,Courtney Lee,2015-16,2016-02-18,MEM,CHA,51,28,29.2549,30.2143,0.9594,3.7647,3.5,-0.2647,8.2157,7.8571,-0.3585,0.4545,0.4505,-0.004,1.0,1.1071,0.1071,2.7059,2.8214,0.1155,0.3415,0.3732,0.0317,1.4902,0.8214,-0.6688,1.8039,0.9286,-0.8754,0.5707,0.3869,-0.1838,0.3725,0.3571,-0.0154,1.9412,2.75,0.8088,2.3137,3.1071,0.7934,1.4902,2.1429,0.6527,1.0196,1.1786,0.159,0.3137,0.4286,0.1148,0.9608,0.8214,-0.1394,1.549,1.9643,0.4153,10.0196,8.9286,-1.091,0.8431,3.75,2.9069,0.5561,0.5401,-0.016,87.0602,75.0016,-12.0585
